City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
69,East London,ZA,2021-12-04 12:35:09,-33.0153,27.9116,68.94,88,20,9.22
70,Longkou,CN,2021-12-04 12:35:09,37.6508,120.3286,46.0,59,0,6.78
71,Saint Anthony,US,2021-12-04 12:35:09,45.0205,-93.218,32.25,59,1,3.0
72,Bluff,NZ,2021-12-04 12:35:10,-46.6,168.3333,57.49,92,17,5.26
73,Cherskiy,RU,2021-12-04 12:35:10,68.75,161.3,-15.99,97,100,11.12
74,Castro,BR,2021-12-04 12:35:10,-24.7911,-50.0119,70.32,58,0,6.8
75,Oranjemund,NA,2021-12-04 12:35:11,-28.55,16.4333,68.18,64,2,20.98
76,Port Hardy,CA,2021-12-04 12:35:11,50.6996,-127.4199,39.2,100,90,2.3
77,Bethel,US,2021-12-04 12:35:00,41.3712,-73.414,36.48,77,1,0.0
78,Khatanga,RU,2021-12-04 12:35:12,71.9667,102.5,-20.51,97,100,8.57
79,New Norfolk,AU,2021-12-04 12:35:13,-42.7826,147.0587,49.5,53,100,2.3
80,Porto Novo,BJ,2021-12-04 12:35:13,6.4965,2.6036,89.42,40,86,4.09
81,Qaanaaq,GL,2021-12-04 12:35:13,77.484,-69.3632,3.58,65,98,7.87
82,Kungurtug,RU,2021-12-04 12:35:14,50.5994,97.5228,5.29,91,64,2.21
83,Hilo,US,2021-12-04 12:35:14,19.7297,-155.09,73.27,90,90,16.11
84,Port Alfred,ZA,2021-12-04 12:35:14,-33.5906,26.891,71.29,80,100,16.2
85,Nizhnekamsk,RU,2021-12-04 12:35:15,55.6366,51.8245,34.59,100,90,26.84
86,Praia Da Vitoria,PT,2021-12-04 12:35:15,38.7333,-27.0667,64.76,94,40,3.76
87,Dikson,RU,2021-12-04 12:35:15,73.5069,80.5464,-24.36,100,67,3.62
88,Vaini,TO,2021-12-04 12:35:16,-21.2,-175.2,78.96,89,40,8.05
89,Hobart,AU,2021-12-04 12:35:16,-42.8794,147.3294,49.86,66,90,8.05
90,Palu,ID,2021-12-04 12:36:16,-0.8917,119.8707,77.54,93,100,0.98
91,Fairbanks,US,2021-12-04 12:35:11,64.8378,-147.7164,-32.84,67,1,0.0
92,Port Elizabeth,ZA,2021-12-04 12:35:32,-33.918,25.5701,67.1,88,90,16.11
93,Le Mans,FR,2021-12-04 12:36:17,48.0,0.2,51.82,70,75,13.8
94,Kapaa,US,2021-12-04 12:36:17,22.0752,-159.319,67.98,71,33,8.05
95,Sitka,US,2021-12-04 12:36:17,57.0531,-135.33,24.69,80,1,0.0
96,Pisco,PE,2021-12-04 12:36:18,-13.7,-76.2167,64.45,88,68,4.61
97,Carnarvon,AU,2021-12-04 12:35:05,-24.8667,113.6333,77.07,73,0,9.22
98,Lima Duarte,BR,2021-12-04 12:36:18,-21.8425,-43.7931,66.76,69,56,4.16
99,Gresik,ID,2021-12-04 12:36:18,-7.1539,112.6561,76.91,86,100,10.2
100,Chuy,UY,2021-12-04 12:36:19,-33.6971,-53.4616,71.38,62,100,11.18
101,Severo-Kurilsk,RU,2021-12-04 12:36:19,50.6789,156.125,38.17,95,93,11.88
102,Portland,US,2021-12-04 12:34:26,45.5234,-122.6762,43.45,95,90,1.01
103,Montbrison,FR,2021-12-04 12:36:19,45.6667,4.0833,55.74,78,100,17.43
104,Vostok,RU,2021-12-04 12:36:20,46.4856,135.8833,-11.83,98,67,5.03
105,Taoudenni,ML,2021-12-04 12:36:20,22.6783,-3.9836,74.05,17,44,15.46
106,Kieta,PG,2021-12-04 12:36:20,-6.2167,155.6333,79.84,83,67,2.3
107,Cape Town,ZA,2021-12-04 12:36:21,-33.9258,18.4232,75.61,51,0,8.01
108,Kaitangata,NZ,2021-12-04 12:36:21,-46.2817,169.8464,59.97,85,100,4.61
109,Luderitz,NA,2021-12-04 12:36:21,-26.6481,15.1594,67.15,66,0,12.48
110,Nishihara,JP,2021-12-04 12:36:22,26.1842,127.7558,65.48,58,75,12.66
111,Lasa,IT,2021-12-04 12:36:22,46.6166,10.7002,39.94,77,100,2.98
112,Ahuimanu,US,2021-12-04 12:36:22,21.4447,-157.8378,66.45,73,20,0.0
113,Piracanjuba,BR,2021-12-04 12:36:23,-17.3028,-49.0167,83.05,54,1,9.48
114,Xinzhou,CN,2021-12-04 12:36:23,38.4092,112.7333,34.81,31,0,1.01
115,Mumford,GH,2021-12-04 12:36:23,5.2618,-0.759,84.43,70,100,9.53
116,San Cristobal,VE,2021-12-04 12:36:24,7.7669,-72.225,68.18,59,99,4.18
117,Meulaboh,ID,2021-12-04 12:36:24,4.1363,96.1285,79.36,78,11,0.18
118,Bambous Virieux,MU,2021-12-04 12:36:24,-20.3428,57.7575,84.45,61,40,14.97
119,Esperance,AU,2021-12-04 12:36:25,-33.8667,121.9,62.44,67,0,17.94
120,Vasterhaninge,SE,2021-12-04 12:36:25,59.1167,18.1,29.62,88,88,9.82
121,Iqaluit,CA,2021-12-04 12:36:25,63.7506,-68.5145,4.73,77,90,18.99
122,Narsaq,GL,2021-12-04 12:36:26,60.9167,-46.05,37.62,88,100,16.82
123,Viota,CO,2021-12-04 12:36:26,4.4371,-74.5216,77.65,77,65,3.29
124,Tahoua,NE,2021-12-04 12:36:27,14.8888,5.2692,85.98,14,62,16.11
125,Soke,ML,2021-12-04 12:36:27,13.598,-5.9386,95.94,9,100,11.12
126,Mahebourg,MU,2021-12-04 12:36:27,-20.4081,57.7,84.49,61,40,14.97
127,Anadyr,RU,2021-12-04 12:36:27,64.75,177.4833,-8.9,63,0,15.66
128,Abu Dhabi,AE,2021-12-04 12:35:32,24.4667,54.3667,77.11,53,40,1.01
129,Trogir,HR,2021-12-04 12:36:28,43.5125,16.2517,51.85,37,0,8.05
130,Leh,IN,2021-12-04 12:36:28,34.1667,77.5833,21.92,67,8,3.29
131,Namatanai,PG,2021-12-04 12:36:29,-3.6667,152.4333,80.85,83,100,6.69
132,Yamada,JP,2021-12-04 12:37:29,39.4667,141.95,37.06,83,81,3.22
133,Te Anau,NZ,2021-12-04 12:37:29,-45.4167,167.7167,57.45,96,100,3.09
134,Talnakh,RU,2021-12-04 12:33:11,69.4865,88.3972,-29.79,98,100,5.14
135,Sao Miguel Do Araguaia,BR,2021-12-04 12:37:30,-13.275,-50.1628,80.98,77,100,6.82
136,Saint George,US,2021-12-04 12:37:30,37.1041,-113.5841,55.35,52,1,4.61
137,Jamestown,US,2021-12-04 12:37:30,42.097,-79.2353,36.72,92,90,7.0
138,Hovd,MN,2021-12-04 12:37:31,48.0056,91.6419,23.76,59,0,4.03
139,Katsuura,JP,2021-12-04 12:37:31,35.1333,140.3,53.71,48,0,16.51
140,Paamiut,GL,2021-12-04 12:37:31,61.994,-49.6678,41.29,71,100,50.64
141,Tuatapere,NZ,2021-12-04 12:37:32,-46.1333,167.6833,57.04,96,68,2.66
142,Khasan,RU,2021-12-04 12:37:32,42.4308,130.6434,21.51,59,11,12.71
143,Barreirinhas,BR,2021-12-04 12:37:32,-2.7469,-42.8264,87.71,57,93,12.59
144,Miri,MY,2021-12-04 12:35:53,4.4148,114.0089,78.94,89,40,3.44
145,Mahajanga,MG,2021-12-04 12:37:33,-15.7167,46.3167,93.22,46,20,13.8
146,Lebu,CL,2021-12-04 12:37:33,-37.6167,-73.65,58.75,66,0,18.1
147,Qasigiannguit,GL,2021-12-04 12:37:33,68.8193,-51.1922,32.25,56,100,24.58
148,Haines Junction,CA,2021-12-04 12:37:34,60.7522,-137.5108,-23.85,76,72,1.14
149,Barahona,DO,2021-12-04 12:37:34,18.2085,-71.1008,75.02,94,75,0.0
150,Chubbuck,US,2021-12-04 12:37:34,42.9208,-112.4661,42.64,86,1,3.44
151,Shimoda,JP,2021-12-04 12:37:34,34.6667,138.95,47.1,63,0,11.01
152,Torit,SS,2021-12-04 12:37:35,4.4133,32.5678,94.39,27,100,8.57
153,Grindavik,IS,2021-12-04 12:37:35,63.8424,-22.4338,34.27,93,20,0.0
154,Shingu,JP,2021-12-04 12:37:35,33.7333,135.9833,43.14,74,6,8.32
155,Rodbyhavn,DK,2021-12-04 12:37:36,54.6544,11.352,41.11,86,100,6.38
156,Barra Do Bugres,BR,2021-12-04 12:37:36,-15.0725,-57.1811,80.89,83,100,2.91
157,Whitehorse,CA,2021-12-04 12:37:36,60.7161,-135.0538,-9.9,76,75,4.0
158,Bredasdorp,ZA,2021-12-04 12:34:45,-34.5322,20.0403,70.29,52,96,16.11
159,Los Llanos De Aridane,ES,2021-12-04 12:37:37,28.6585,-17.9182,65.95,67,20,17.0
160,Pala,TD,2021-12-04 12:37:37,9.3642,14.9046,98.83,15,0,7.76
161,Zhezkazgan,KZ,2021-12-04 12:37:37,47.8043,67.7144,26.69,78,100,9.15
162,Guerrero Negro,MX,2021-12-04 12:37:38,27.9769,-114.0611,61.16,86,100,11.81
163,Northam,GB,2021-12-04 12:37:38,51.0333,-4.2167,47.55,71,70,27.63
164,Platanos,GR,2021-12-04 12:37:38,37.6667,21.6167,58.57,70,22,5.08
165,Pombas,CV,2021-12-04 12:37:39,17.1503,-25.0201,74.98,71,13,16.37
166,Mukhen,RU,2021-12-04 12:37:39,48.1,136.1,-1.55,89,17,7.61
167,Srednekolymsk,RU,2021-12-04 12:37:39,67.45,153.6833,-34.04,100,50,3.78
168,Narasannapeta,IN,2021-12-04 12:37:40,18.4167,84.05,70.61,93,100,9.75
169,Touros,BR,2021-12-04 12:37:40,-5.1989,-35.4608,86.9,61,73,14.54
170,Tucuma,BR,2021-12-04 12:34:23,-0.1833,-50.05,76.91,89,100,3.96
171,Tasiilaq,GL,2021-12-04 12:37:40,65.6145,-37.6368,26.76,66,100,6.35
172,Kodiak,US,2021-12-04 12:37:41,57.79,-152.4072,9.91,92,75,6.91
173,Pingdingshan,CN,2021-12-04 12:37:41,33.7385,113.3012,49.3,28,8,2.89
174,Benghazi,LY,2021-12-04 12:37:41,32.1167,20.0667,62.19,57,58,22.68
175,North Bend,US,2021-12-04 12:37:42,43.4065,-124.2243,48.85,100,90,9.22
176,Ribeira Grande,PT,2021-12-04 12:37:42,38.5167,-28.7,64.8,88,40,9.22
177,Yar-Sale,RU,2021-12-04 12:37:42,66.8333,70.8333,-18.96,97,47,8.84
178,College,US,2021-12-04 12:38:43,64.8569,-147.8028,-25.94,67,1,0.0
179,Hay River,CA,2021-12-04 12:38:43,60.8156,-115.7999,-16.62,76,20,6.91
180,Vangaindrano,MG,2021-12-04 12:38:43,-23.35,47.6,84.06,66,0,14.41
181,Maricka,BA,2021-12-04 12:38:44,44.8686,16.8406,40.42,59,92,1.5
182,Xining,CN,2021-12-04 12:38:44,36.6167,101.7667,29.16,32,0,2.3
183,Bengkulu,ID,2021-12-04 12:38:44,-3.8004,102.2655,77.76,87,100,7.94
184,Longyearbyen,SJ,2021-12-04 12:38:44,78.2186,15.6401,31.84,93,90,21.85
185,Beloha,MG,2021-12-04 12:38:45,-25.1667,45.05,96.33,16,0,17.07
186,Krasnoturansk,RU,2021-12-04 12:38:45,54.3186,91.5639,30.99,80,100,7.02
187,Wagar,SD,2021-12-04 12:38:45,16.1525,36.2032,94.6,16,0,4.9
188,Nivala,FI,2021-12-04 12:38:46,63.9167,24.9667,7.68,88,6,7.09
189,Tiarei,PF,2021-12-04 12:38:46,-17.5333,-149.3333,75.22,70,95,13.76
190,Tuktoyaktuk,CA,2021-12-04 12:38:46,69.4541,-133.0374,-19.55,87,5,7.45
191,Airai,TL,2021-12-04 12:38:47,-8.9266,125.4092,62.51,94,100,0.29
192,Kassala,SD,2021-12-04 12:38:47,15.451,36.4,96.3,15,0,5.84
193,Parabel,RU,2021-12-04 12:38:47,58.6978,81.4825,20.53,88,97,12.24
194,Mar Del Plata,AR,2021-12-04 12:38:48,-38.0023,-57.5575,59.02,80,40,11.01
195,Rocha,UY,2021-12-04 12:34:26,-34.4833,-54.3333,72.79,53,83,6.8
196,Ilulissat,GL,2021-12-04 12:38:48,69.2167,-51.1,32.02,51,75,24.16
197,Lazaro Cardenas,MX,2021-12-04 12:38:48,17.9583,-102.2,73.63,81,95,3.36
198,Muros,ES,2021-12-04 12:38:49,42.7762,-9.0603,59.5,71,100,11.72
199,Jinchang,CN,2021-12-04 12:38:49,38.4953,102.1739,35.04,19,0,5.3
200,Wajir,KE,2021-12-04 12:38:49,1.7471,40.0573,86.79,48,100,12.15
201,Wairoa,NZ,2021-12-04 12:38:49,-39.0333,177.3667,66.54,73,100,3.0
202,Porto Belo,BR,2021-12-04 12:38:50,-27.1578,-48.5531,76.96,79,81,7.74
203,Roma,US,2021-12-04 12:34:03,43.2128,-75.4557,33.66,77,90,3.44
204,Okhotsk,RU,2021-12-04 12:38:50,59.3833,143.3,-21.42,89,47,16.22
205,Sao Felix Do Xingu,BR,2021-12-04 12:38:50,-6.6447,-51.995,79.7,76,100,1.86
206,Mogadishu,SO,2021-12-04 12:37:41,2.0371,45.3438,82.71,66,4,19.48
207,Gejiu,CN,2021-12-04 12:38:51,23.306,103.1635,41.47,80,100,2.75
208,Barra Patuca,HN,2021-12-04 12:38:51,15.8,-84.2833,76.26,89,100,7.94
209,Norsup,VU,2021-12-04 12:38:51,-16.0667,167.3833,79.47,81,99,7.38
210,Pangnirtung,CA,2021-12-04 12:38:52,66.1451,-65.7125,16.72,80,100,5.75
211,Gunnedah,AU,2021-12-04 12:38:52,-30.9833,150.25,69.42,79,0,17.67
212,Chicama,PE,2021-12-04 12:38:52,-7.8447,-79.1469,61.34,72,99,5.55
213,Yerbogachen,RU,2021-12-04 12:38:53,61.2767,108.0108,19.29,86,100,9.6
214,Sembe,CG,2021-12-04 12:38:53,1.6481,14.5806,91.04,46,93,3.58
215,Poltavka,RU,2021-12-04 12:38:53,54.3663,71.7632,25.21,96,100,7.81
216,Urumqi,CN,2021-12-04 12:38:04,43.801,87.6005,20.35,74,100,2.24
217,Kruisfontein,ZA,2021-12-04 12:38:54,-34.0033,24.7314,63.88,82,100,17.45
218,San Patricio,US,2021-12-04 12:38:54,28.017,-97.5169,72.9,95,4,6.4
219,Flin Flon,CA,2021-12-04 12:38:54,54.7682,-101.865,-0.56,78,90,4.61
220,Asau,RO,2021-12-04 12:38:55,46.4333,26.4,40.39,51,12,2.95
221,Pietersburg,ZA,2021-12-04 12:38:55,-23.9045,29.4688,85.05,42,40,14.97
222,Wuda,CN,2021-12-04 12:38:55,39.4994,106.7117,30.83,30,0,1.05
223,Faya,SA,2021-12-04 12:39:55,18.3851,42.4509,73.51,26,4,3.49
224,Flinders,AU,2021-12-04 12:39:56,-34.5833,150.8552,63.05,78,100,13.51
225,Sicuani,PE,2021-12-04 12:39:56,-14.2694,-71.2261,50.77,73,100,3.51
226,Gat,IL,2021-12-04 12:39:56,31.61,34.7642,73.4,43,100,0.56
227,Iralaya,HN,2021-12-04 12:39:57,15.0,-83.2333,77.65,87,100,8.57
228,Kraskino,RU,2021-12-04 12:39:57,42.7114,130.7794,16.86,67,1,8.39
229,Vestmannaeyjar,IS,2021-12-04 12:39:57,63.4427,-20.2734,32.99,74,0,13.8
230,Zakamensk,RU,2021-12-04 12:39:58,50.3741,103.2863,20.61,66,100,3.2
231,Hobyo,SO,2021-12-04 12:39:58,5.3505,48.5268,81.73,60,4,20.11
232,Szczecin,PL,2021-12-04 12:39:58,53.4289,14.553,39.29,97,100,5.01
233,Celestun,MX,2021-12-04 12:39:58,20.8667,-90.4,73.38,77,93,8.23
234,Cabedelo,BR,2021-12-04 12:39:59,-6.9811,-34.8339,84.87,68,19,13.6
235,Araouane,ML,2021-12-04 12:39:59,18.9048,-3.5265,83.59,11,50,14.5
236,Laguna,US,2021-12-04 12:39:59,38.421,-121.4238,53.96,97,90,1.01
237,Saint-Leu,RE,2021-12-04 12:40:00,-21.15,55.2833,85.03,76,30,2.71
238,Sabha,LY,2021-12-04 12:40:00,27.0377,14.4283,61.61,19,3,14.74
239,Coquimbo,CL,2021-12-04 12:40:00,-29.9533,-71.3436,56.93,94,75,3.44
240,Banda Aceh,ID,2021-12-04 12:40:01,5.5577,95.3222,79.75,77,82,4.0
241,Seabra,BR,2021-12-04 12:40:01,-12.4186,-41.7703,65.03,96,100,4.45
242,Volchansk,RU,2021-12-04 12:40:01,59.9378,60.081,16.25,95,100,8.08
243,Charcas,MX,2021-12-04 12:40:02,23.1333,-101.1167,50.72,67,0,1.88
244,Tambovka,RU,2021-12-04 12:40:02,50.0969,128.0489,10.51,85,25,12.86
245,Provideniya,RU,2021-12-04 12:40:02,64.3833,-173.3,19.4,67,38,27.98
246,San Ramon,US,2021-12-04 12:40:03,37.7799,-121.978,54.48,87,90,3.44
247,Novomyrhorod,UA,2021-12-04 12:40:03,48.7811,31.642,35.42,71,85,4.03
248,Thinadhoo,MV,2021-12-04 12:40:03,0.5333,72.9333,82.09,79,100,15.19
249,Toora-Khem,RU,2021-12-04 12:40:04,52.4675,96.11,18.05,96,100,1.19
250,Ponta Do Sol,PT,2021-12-04 12:40:04,32.6667,-17.1,68.0,61,77,8.77
251,Bangalore,IN,2021-12-04 12:37:59,12.9762,77.6033,78.62,58,40,0.0
252,Labuhan,ID,2021-12-04 12:40:05,-6.8844,112.2051,80.4,81,100,14.27
253,Coihaique,CL,2021-12-04 12:40:05,-45.5752,-72.0662,55.35,58,0,5.75
254,Kaliua,TZ,2021-12-04 12:40:05,-5.0606,31.7936,88.57,30,99,0.72
255,Ficarazzi,IT,2021-12-04 12:40:05,38.0897,13.4681,59.81,59,15,15.01
256,Port Hedland,AU,2021-12-04 12:40:06,-20.3167,118.5667,91.45,35,4,12.66
257,Yambio,SS,2021-12-04 12:40:06,4.5721,28.3955,92.19,34,66,1.61
258,Basoko,CD,2021-12-04 12:40:06,1.2391,23.616,88.27,54,100,1.88
259,Itarema,BR,2021-12-04 12:40:07,-2.9248,-39.9167,86.74,59,58,14.27
260,Souillac,MU,2021-12-04 12:40:07,-20.5167,57.5167,84.58,61,40,14.97
261,Mileb,PH,2021-12-04 12:40:07,6.8986,124.5839,74.97,93,92,1.3
262,Valley,US,2021-12-04 12:40:08,45.1277,-116.1262,33.6,84,100,7.31
263,Soyo,AO,2021-12-04 12:40:08,-6.1349,12.3689,81.54,78,86,8.12
264,Bud,US,2021-12-04 12:40:08,39.447,-86.1758,37.58,94,7,8.39
265,Nanortalik,GL,2021-12-04 12:40:09,60.1432,-45.2371,34.41,87,100,25.21
266,Madaoua,NE,2021-12-04 12:40:09,14.073,5.96,91.78,9,90,12.48
267,Itanagar,IN,2021-12-04 12:40:09,27.1,93.6167,65.03,70,100,2.77
268,Amapa,BR,2021-12-04 12:40:10,1.0,-52.0,80.74,78,93,2.91
269,Marsh Harbour,BS,2021-12-04 12:35:28,26.5412,-77.0636,73.44,67,7,10.47
270,Linxia,CN,2021-12-04 12:41:10,35.6003,103.2064,27.91,61,0,3.76
271,Cavalcante,BR,2021-12-04 12:41:11,-13.7975,-47.4583,77.07,75,100,3.87
272,Saint-Louis,SN,2021-12-04 12:41:11,16.3333,-15.0,91.04,8,100,13.29
273,Isangel,VU,2021-12-04 12:41:11,-19.55,169.2667,78.91,89,90,10.36
274,Sayat,TM,2021-12-04 12:41:12,38.7839,63.8803,46.27,45,100,7.0
275,Nikolskoye,RU,2021-12-04 12:41:12,59.7035,30.7861,21.02,95,100,3.89
276,Port Macquarie,AU,2021-12-04 12:37:58,-31.4333,152.9167,67.96,91,40,11.25
277,Golkoy,TR,2021-12-04 12:41:12,40.6875,37.6178,49.41,48,100,7.85
278,Poum,NC,2021-12-04 12:41:13,-20.2333,164.0167,79.97,72,62,11.14
279,Lisakovsk,KZ,2021-12-04 12:41:13,52.5369,62.4936,32.9,92,100,10.92
280,Ancud,CL,2021-12-04 12:41:14,-41.8697,-73.8203,61.43,58,0,2.75
281,Uvira,CD,2021-12-04 12:41:14,-3.4067,29.1458,82.87,61,90,7.2
282,Lata,PT,2021-12-04 12:41:14,40.1629,-8.3327,60.04,92,97,6.29
283,Nuuk,GL,2021-12-04 12:41:14,64.1835,-51.7216,36.21,87,75,20.71
284,Gambela,ET,2021-12-04 12:41:15,8.25,34.5833,99.36,21,7,5.03
285,Oktyabrskoye,RU,2021-12-04 12:41:15,43.0645,44.7417,55.54,40,0,4.47
286,Luwuk,ID,2021-12-04 12:41:15,-0.9516,122.7875,79.9,86,100,1.36
287,Upernavik,GL,2021-12-04 12:41:16,72.7868,-56.1549,2.35,75,97,9.08
288,Sayyan,YE,2021-12-04 12:41:16,15.1718,44.3244,65.61,11,0,7.96
289,Rockford,US,2021-12-04 12:40:52,42.2711,-89.094,31.68,93,90,8.05
290,Georgetown,MY,2021-12-04 12:41:17,5.4112,100.3354,82.89,76,20,5.99
291,Smithers,CA,2021-12-04 12:41:17,54.7804,-127.1743,25.12,80,90,4.61
292,Tshikapa,CD,2021-12-04 12:41:17,-6.4167,20.8,86.05,64,100,6.89
293,Awjilah,LY,2021-12-04 12:41:18,29.1081,21.2869,65.71,27,0,27.16
294,Bandar-E Anzali,IR,2021-12-04 12:41:18,37.4727,49.4622,57.31,63,46,5.46
